text,category
"Subject: The company is holding a 'step challenge' to promote wellness Body: Join our company-wide step challenge! Track your steps for the next month and compete with your colleagues for prizes and bragging rights.",work
"Subject: We've got a new and improved website with a more helpful 'Integrations' page Body: We've updated our 'Integrations' page to better showcase all the third-party apps and services that our product works with.",promotion
"Subject: The World's Great Thinkers - An Introduction to René Descartes Body: Explore the life and work of the French philosopher, mathematician, and scientist, known for his famous statement 'I think, therefore I am' and his contributions to modern philosophy.",newsletter
"Subject: Security Alert: Your account was used to delete your entire friends list Body: All connections on your account were recently removed. If you did not do this, please contact support immediately.",security
"Subject: Your account has been credited with a free month of our 'Video Hosting' service Body: To help you share your videos with the world, we've added a free month of our 'Video Hosting' service to your account.",billing
"Subject: You have been invited to a meeting to review the quarterly sales numbers Body: The leadership team is meeting to review the sales performance from the last quarter. Your presence is requested to provide insights.",work
"Subject: We've got a new and improved website with a more inspiring 'Values' page Body: We've updated our 'Values' page to better communicate the core principles that guide our company and our work.",promotion
"Subject: The Science of the Universe - The Possibility of Multiverses Body: A look at the intriguing and controversial scientific concept of the multiverse, the idea that our universe may be just one of many.",newsletter
"Subject: Your account was used to sign in from a new location: Rio de Janeiro, Brazil Body: We detected a sign-in from a new location. If this was you, you can ignore this. If not, please take action to secure your account.",security
"Subject: Your payment for your custom website plugin has been received Body: Thank you for your payment of $150. You can now download and install the plugin on your website.",billing
"Subject: The company is looking for a new name for its internal podcast Body: We're launching an internal podcast and we need a great name! Submit your suggestions for a chance to win a prize.",work
"Subject: We've got a new and improved website with a more detailed 'Press' page Body: We've updated our 'Press' page with our latest press releases, media mentions, and contact information for journalists.",promotion
"Subject: The World's Great Civilizations - The Aztec Empire Body: Explore the history of the powerful Mesoamerican empire, known for its sophisticated capital city of Tenochtitlan, its complex religion, and its eventual conquest by the Spanish.",newsletter
"Subject: Security Alert: Your account was used to change your profile's header image Body: The header image on your public profile was recently changed. If you did not make this change, please revert it and secure your account.",security
"Subject: Your account has been credited with a free month of our 'E-commerce' feature Body: To help you start selling online, we've added a free month of our 'E-commerce' feature to your account.",billing
"Subject: You have a new message from a colleague who is on a different floor Body: A colleague from the third floor has sent you a message. Please check the internal messaging system to respond.",work
"Subject: We've got a new and improved website with a more engaging 'Social Media' feed Body: We've updated our website with a live feed of our latest social media posts. Follow us to stay up-to-date!",promotion
"Subject: The Science of the Human Body - The Skeletal System Body: A look at the bones, cartilage, ligaments, and tendons that make up your skeletal system, providing structure, protection, and movement for your body.",newsletter
"Subject: Your account was used to sign in from a new device: Oculus Quest 2 Body: A new virtual reality headset was just used to access your account. If this was not you, please take steps to secure your account.",security
"Subject: Your monthly payment for your pet's insurance has been processed Body: Your payment of $30.00 for your pet's insurance plan has been successfully processed.",billing
"Subject: The company is holding a 'desk swap' day Body: Want a change of scenery? We're holding a 'desk swap' day where you can temporarily trade desks with a colleague from a different department.",work
"Subject: We've got a new and improved website with a more helpful 'Changelog' Body: We've created a new changelog to keep you informed about the latest updates, bug fixes, and new features in our product.",promotion
"Subject: The World's Great Artists - A Look at Pablo Picasso Body: Explore the life and work of the Spanish artist, one of the most influential artists of the 20th century, and his role in the development of Cubism.",newsletter
"Subject: Security Alert: Your account was used to delete your entire message archive Body: Your message archive was recently deleted. If you did not do this, please contact support to see if it can be recovered.",security
"Subject: Your account has been credited with a free month of our 'Project Management' tool Body: To help you organize your work, we've added a free month of our 'Project Management' tool to your account.",billing
"Subject: You have been invited to a meeting to discuss the new employee onboarding process Body: We are revamping our onboarding process for new hires and would like your input. Please join the meeting next week.",work
"Subject: We've got a new and improved website with a more inspiring 'Testimonials' section Body: We've updated our 'Testimonials' section with new quotes and video testimonials from our happy customers.",promotion
"Subject: The Science of the Mind - The Psychology of Color Body: A look at how different colors can affect our moods, feelings, and behaviors, and how this is used in branding, marketing, and design.",newsletter
"Subject: Your account was used to sign in from a new location: Cairo, Egypt Body: We detected a sign-in from a new location. If this was you, you can ignore this. If not, please take action to secure your account.",security
"Subject: Your payment for your custom app icon has been received Body: Thank you for your payment of $50. The designer will now send you the final icon files in all the required formats.",billing
"Subject: The company is looking for a new name for its annual awards ceremony Body: We're renaming our annual employee awards ceremony and we want your suggestions! The person with the winning name will get a prize.",work
"Subject: We've got a new and improved website with a more detailed 'Comparison' page Body: We've created a new page to show you how our product compares to the competition, so you can make an informed decision.",promotion
"Subject: The World's Great Civilizations - The Kingdom of Kush Body: Explore the history of the ancient African kingdom located in Nubia, which once conquered and ruled Egypt, and was a major power in the region for centuries.",newsletter
"Subject: Security Alert: Your account was used to change your profile's font settings Body: The font used on your public profile was recently changed. If you did not make this change, please revert it and secure your account.",security
"Subject: Your account has been credited with a free month of our 'Customer Support' tool Body: To help you provide better support to your customers, we've added a free month of our 'Customer Support' tool to your account.",billing
"Subject: You have a new message from a colleague who is in a different time zone Body: A colleague from our office in Japan has sent you a message. Please check the messaging system to respond.",work
"Subject: We've got a new and improved website with a more engaging 'Downloads' section Body: We've updated our 'Downloads' section with new free resources, including e-books, templates, and checklists.",promotion
"Subject: The Science of the Earth - The Greenhouse Effect and Climate Change Body: A simplified explanation of the greenhouse effect, how human activities are enhancing it, and the consequences for our planet's climate.",newsletter
"Subject: Your account was used to sign in from a new device: Steam Deck Body: A new handheld PC gaming device was just used to access your account. If this was not you, please take steps to secure your account.",security
"Subject: Your monthly payment for your online newspaper subscription has been processed Body: Your payment of $10.00 for your subscription to 'The Daily Chronicle' has been processed. Thank you for supporting journalism.",billing
"Subject: The company is holding a 'book club' meeting Body: The next meeting of the company book club is next week. We will be discussing 'The Midnight Library'. All are welcome, even if you haven't finished the book.",work
"Subject: We've got a new and improved website with a more helpful 'Status' page Body: We've create"
